date,probability,signal,confidence,current_price,position,capital
2025-06-24 11:20:50.969182,0.6777056,1,0.355411171913147,6025.169921875,1,999.99
2025-06-24 11:20:53.388386,0.6777056,1,0.355411171913147,6025.169921875,1,999.99
2025-06-24 11:20:55.806781,0.6777056,1,0.355411171913147,6025.169921875,1,999.99
